<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
1866.N,D,20101230,000000,42.97,42.97,42.97,42.97,0,0
1866.N,D,20101231,000000,42.95,42.95,42.95,42.95,0,0
1866.N,D,20110103,000000,43.21,43.21,43.21,43.21,0,0
1866.N,D,20110104,000000,43.22,43.22,43.22,43.22,0,0
1866.N,D,20110105,000000,42.97,42.97,42.97,42.97,0,0
1866.N,D,20110106,000000,43.14,43.14,43.14,43.14,0,0
1866.N,D,20110107,000000,43.02,43.02,43.02,43.02,0,0
1866.N,D,20110110,000000,42.81,42.81,42.81,42.81,0,0
1866.N,D,20110111,000000,42.97,42.97,42.97,42.97,0,0
1866.N,D,20110112,000000,43.25,43.25,43.25,43.25,0,0
1866.N,D,20110113,000000,43.52,43.52,43.52,43.52,0,0
1866.N,D,20110114,000000,43.44,43.44,43.44,43.44,0,0
1866.N,D,20110117,000000,43.51,43.51,43.51,43.51,0,0
1866.N,D,20110118,000000,43.62,43.62,43.62,43.62,0,0
1866.N,D,20110119,000000,43.7,43.7,43.7,43.7,0,0
1866.N,D,20110120,000000,43.26,43.26,43.26,43.26,0,0
1866.N,D,20110121,000000,43.41,43.41,43.41,43.41,0,0
1866.N,D,20110124,000000,43.33,43.33,43.33,43.33,0,0
1866.N,D,20110125,000000,43.41,43.41,43.41,43.41,0,0
1866.N,D,20110126,000000,43.52,43.52,43.52,43.52,0,0
1866.N,D,20110127,000000,43.69,43.69,43.69,43.69,0,0
1866.N,D,20110128,000000,43.58,43.58,43.58,43.58,0,0
1866.N,D,20110131,000000,43.26,43.26,43.26,43.26,0,0
1866.N,D,20110201,000000,43.64,43.64,43.64,43.64,0,0
1866.N,D,20110202,000000,43.93,43.93,43.93,43.93,0,0
1866.N,D,20110203,000000,43.74,43.74,43.74,43.74,0,0
1866.N,D,20110204,000000,43.81,43.81,43.81,43.81,0,0
1866.N,D,20110207,000000,43.86,43.86,43.86,43.86,0,0
